dataHora,ordem,linha,latitude,longitude,velocidade
09-24-2016 21:57:22,D86779,2381,"-22.893942","-43.532906",0
09-24-2016 21:57:23,A48083,201,"-22.910622","-43.269356",0
09-24-2016 21:57:24,B32541,779,"-22.816139","-43.39484",0
09-24-2016 21:57:25,A41218,106,"-22.874821","-43.242573",0
09-24-2016 21:57:25,B71089,238,"-22.902985","-43.313656",0
09-24-2016 21:57:25,D87501,,"-22.91658","-43.607479",0
09-24-2016 21:57:26,B82665,711,"-22.858927","-43.370846",0
09-24-2016 21:57:28,A48014,,"-22.858847","-43.370857",0.37
09-24-2016 21:57:28,B28557,696,"-22.81521","-43.188499",0
09-24-2016 21:57:29,B55137,311,"-22.906191","-43.26091",0
09-24-2016 21:57:32,C47628,,"-22.9534","-43.350372",0
09-24-2016 21:57:34,B73080,,"-22.810209","-43.343552",0
09-24-2016 21:57:36,B25808,2251,"-22.902031","-43.299469",0
09-24-2016 21:57:39,C44602,,"-22.86038","-43.35577",0
09-24-2016 21:57:40,C50105,,"-22.930063","-43.252766",0
09-24-2016 21:57:44,D87138,,"-22.91844","-43.608639",0
09-24-2016 21:57:45,D87859,,"-22.91729","-43.60741",0
09-24-2016 21:57:47,D17101,833,"-22.918631","-43.608009",0
09-24-2016 21:57:50,B44646,638,"-22.860331","-43.3559",0
09-24-2016 21:57:50,B55066,,"-22.905821","-43.261059",0
09-24-2016 21:57:51,D86785,2803,"-22.894321","-43.532497",0
09-24-2016 21:57:56,B25599,,"-22.90201","-43.298649",0
09-24-2016 21:58:00,B44641,638,"-22.86101","-43.355309",0
09-24-2016 21:58:00,D87139,738,"-22.918289","-43.607571",0
09-24-2016 21:58:01,D17058,,"-22.917709","-43.607079",0
09-24-2016 21:58:01,D87205,822,"-22.916981","-43.606949",0
09-24-2016 21:58:03,C20041,600,"-22.957853","-43.345287",0
09-24-2016 21:58:04,B42521,,"-22.8764","-43.329899",0
09-24-2016 21:58:05,B32738,,"-22.815969","-43.394772",0
09-24-2016 21:58:06,D86687,2803,"-22.894464","-43.533283",0
09-24-2016 21:58:08,B28736,2343,"-22.815531","-43.18795",0
09-24-2016 21:58:09,B19507,SVA665,"-22.80829","-43.346729",55
09-24-2016 21:58:10,B42551,,"-22.876289","-43.329811",0
09-24-2016 21:58:11,B25542,249,"-22.902679","-43.297821",0
09-24-2016 21:58:11,C50067,805,"-22.960543","-43.39547",0
09-24-2016 21:58:20,D86275,802,"-22.895441","-43.532692",0
09-24-2016 21:58:25,D17051,841,"-22.918751","-43.607071",0
09-24-2016 21:58:26,B32540,298,"-22.81423","-43.382671",0
09-24-2016 21:58:27,B42514,,"-22.87628","-43.330299",0
09-24-2016 21:58:28,B10507,627,"-22.868191","-43.256908",0
09-24-2016 21:58:28,C20013,600,"-22.958216","-43.345772",0
09-24-2016 21:58:30,B27137,905,"-22.849569","-43.323219",0
09-24-2016 21:58:30,D87706,2336,"-22.91811","-43.607361",0
09-24-2016 21:58:32,B32629,,"-22.81613","-43.394932",0
09-24-2016 21:58:32,B32780,945,"-22.81459","-43.38237",0
09-24-2016 21:58:32,D87519,398,"-22.91754","-43.60743",0
09-24-2016 21:58:33,D87704,2307,"-22.916969","-43.607441",0
09-24-2016 21:58:34,B32697,,"-22.81608","-43.394588",0
09-24-2016 21:58:34,D87861,,"-22.9172","-43.60738",0
09-24-2016 21:58:37,A72134,014,"-22.889942","-43.292492",0.19
09-24-2016 21:58:37,B27127,905,"-22.817181","-43.30164",0
09-24-2016 21:58:39,C86308,525,"-22.895027","-43.532864",0
09-24-2016 21:58:39,D86708,2338,"-22.893972","-43.533531",0
09-24-2016 21:58:39,D86736,2338,"-22.894749","-43.532932",0.37
09-24-2016 21:58:39,D87208,822,"-22.917219","-43.607079",0
09-24-2016 21:58:42,B32841,,"-22.8162","-43.394711",0
09-24-2016 21:58:43,B32664,,"-22.817039","-43.393101",3
09-24-2016 21:58:43,C12503,2345,"-22.866179","-43.356129",0
09-24-2016 21:58:44,B27006,265,"-22.81757","-43.301609",0
09-24-2016 21:58:44,B32768,727,"-22.815941","-43.39484",0
09-24-2016 21:58:44,C82534,678,"-22.858334","-43.370823",2.22
09-24-2016 21:58:47,B10531,630,"-22.86808","-43.256981",0
09-24-2016 21:58:48,B42642,,"-22.8764","-43.329498",0
09-24-2016 21:58:49,D17018,,"-22.918831","-43.606998",0
09-24-2016 21:58:51,B27099,,"-22.817619","-43.301609",0
09-24-2016 21:58:52,C41232,,"-22.875011","-43.240742",0.19
09-24-2016 21:58:53,B25537,,"-22.90197","-43.298241",0
09-24-2016 21:58:54,D87882,,"-22.91717","-43.6073",0
09-24-2016 21:58:55,B28594,326,"-22.815519","-43.18853",0
09-24-2016 21:58:55,C50066,805,"-22.960701","-43.395527",0
09-24-2016 21:58:55,D17106,,"-22.91831","-43.60733",0
09-24-2016 21:58:58,B11716,778,"-22.811401","-43.372383",0
09-24-2016 21:58:58,C82584,652,"-22.859825","-43.370758",0
09-24-2016 21:58:59,B10554,,"-22.868429","-43.257271",0
09-24-2016 21:59:02,C41388,553,"-22.874157","-43.241402",0
09-24-2016 21:59:02,D17077,833,"-22.91798","-43.608002",1
09-24-2016 21:59:03,A41461,,"-22.857929","-43.245132",1.11
09-24-2016 21:59:03,D17050,841,"-22.91711","-43.607079",0
09-24-2016 21:59:04,C44534,,"-22.8605","-43.35548",0
09-24-2016 21:59:05,B71096,247,"-22.903143","-43.314026",0
09-24-2016 21:59:06,A71573,409,"-22.930048","-43.253967",0
09-24-2016 21:59:07,B19600,665,"-22.809509","-43.342541",0
09-24-2016 21:59:08,A48077,626,"-22.910517","-43.26944",0
09-24-2016 21:59:09,A41838,2015,"-22.870779","-43.249378",0
09-24-2016 21:59:09,C41022,309,"-22.875294","-43.241467",0
09-24-2016 21:59:10,B73133,,"-22.809469","-43.343281",0
09-24-2016 21:59:13,A72038,117,"-22.888964","-43.292358",0
09-24-2016 21:59:14,A48086,415,"-22.910524","-43.269867",0
09-24-2016 21:59:14,A71568,,"-22.929733","-43.254761",0.37
09-24-2016 21:59:15,A41159,110,"-22.874069","-43.241657",0.37
09-24-2016 21:59:15,B27128,905,"-22.81723","-43.302181",0
09-24-2016 21:59:16,D17048,SP841,"-22.916941","-43.607079",0
09-24-2016 21:59:17,C20141,,"-22.957417","-43.34523",20
09-24-2016 21:59:19,C41401,109,"-22.874506","-43.242649",0
09-24-2016 21:59:20,B27026,905,"-22.849501","-43.323448",0
09-24-2016 21:59:20,C20111,880,"-22.957441","-43.345589",0
09-24-2016 21:59:20,D87531,804,"-22.918261","-43.607601",0
09-24-2016 21:59:21,A41138,111,"-22.874144","-43.242542",0
09-24-2016 21:59:21,A41141,111,"-22.874733","-43.242088",0
09-24-2016 21:59:21,B71076,247,"-22.902733","-43.315002",0
09-24-2016 21:59:21,C20055,390,"-22.958067","-43.345798",0
09-24-2016 21:59:22,C50025,,"-22.930302","-43.252544",0.37
09-24-2016 21:59:22,C50025,302,"-22.930302","-43.252544",0.37
09-24-2016 21:59:24,A41060,460,"-22.875265","-43.240501",0
09-24-2016 21:59:24,C20135,390,"-22.958033","-43.345837",0
09-24-2016 21:59:24,C20233,611,"-22.957855","-43.346241",0
09-24-2016 21:59:24,D17021,,"-22.91869","-43.607941",0
09-24-2016 21:59:25,B75592,,"-22.83116","-43.323669",0
09-24-2016 21:59:26,A41266,112,"-22.875237","-43.240597",0
09-24-2016 21:59:29,B25506,,"-22.902719","-43.29781",0
09-24-2016 21:59:29,B25541,606,"-22.901979","-43.2985",0
09-24-2016 21:59:30,B25533,SV249,"-22.902531","-43.29776",0
09-24-2016 21:59:30,D87444,,"-22.91827","-43.60725",0
09-24-2016 21:59:31,C82592,651,"-22.858978","-43.370899",0.37
09-24-2016 21:59:32,B63073,SR335,"-22.800211","-43.290058",45
09-24-2016 21:59:33,B25598,606,"-22.902611","-43.299351",0
09-24-2016 21:59:33,D17081,849,"-22.9167","-43.60746",0
09-24-2016 21:59:34,A41064,462,"-22.874786","-43.242378",0
09-24-2016 21:59:34,C41207,3307,"-22.875446","-43.242039",0
09-24-2016 21:59:35,C20138,880,"-22.958178","-43.345783",0
09-24-2016 21:59:36,A41279,462,"-22.875961","-43.241497",0
09-24-2016 21:59:36,B11568,908,"-22.866989","-43.355179",0
09-24-2016 21:59:36,B32670,SV779,"-22.81436","-43.382542",0
09-24-2016 21:59:38,C20027,600,"-22.958174","-43.34618",0
09-24-2016 21:59:39,A48179,213,"-22.910063","-43.270775",0
09-24-2016 21:59:40,A41446,415,"-22.874491","-43.242184",0
09-24-2016 21:59:41,A41096,460,"-22.873837","-43.242065",0.19
09-24-2016 21:59:41,A41164,105,"-22.874245","-43.242386",0
09-24-2016 21:59:41,A41375,462,"-22.875389","-43.241573",0
09-24-2016 21:59:41,C41344,309,"-22.873938","-43.241882",0.37
09-24-2016 21:59:42,B11684,378,"-22.866232","-43.356205",1.67
09-24-2016 21:59:43,C20051,390,"-22.957798","-43.346245",0.37
09-24-2016 21:59:44,C20042,600,"-22.957932","-43.346161",0
09-24-2016 21:59:45,B32516,946,"-22.806459","-43.364201",0
09-24-2016 21:59:45,D87067,,"-22.918501","-43.607239",0
09-24-2016 21:59:46,A41315,462,"-22.874445","-43.242321",0.19
09-24-2016 21:59:46,A72178,410,"-22.889826","-43.292812",0
09-24-2016 21:59:46,B11642,908,"-22.866192","-43.356506",0
09-24-2016 21:59:46,C41102,315,"-22.875046","-43.241314",0
09-24-2016 21:59:46,D87103,366,"-22.91511","-43.608452",0
09-24-2016 21:59:47,C20224,3316,"-22.957375","-43.345219",14.63
09-24-2016 21:59:48,A41326,460,"-22.875126","-43.240715",0
09-24-2016 21:59:48,A41463,,"-22.875502","-43.241531",0
09-24-2016 21:59:48,A72110,422,"-22.889011","-43.292622",0
09-24-2016 21:59:48,B11717,669,"-22.81127","-43.37244",0
09-24-2016 21:59:48,B44544,638,"-22.86063","-43.35603",0
09-24-2016 21:59:48,C41418,104,"-22.874689","-43.242214",0.56
09-24-2016 21:59:49,A41006,463,"-22.875141","-43.241867",0
09-24-2016 21:59:49,A48033,,"-22.91095","-43.270775",0.37
09-24-2016 21:59:49,A50152,,"-22.929251","-43.253376",0.56
09-24-2016 21:59:49,B32693,688,"-22.817221","-43.393879",0
09-24-2016 21:59:49,B42655,,"-22.876909","-43.33004",0
09-24-2016 21:59:50,B41885,2145,"-22.870932","-43.249218",0
09-24-2016 21:59:50,B82514,653,"-22.858305","-43.371475",0
09-24-2016 21:59:51,A41448,100,"-22.875704","-43.241138",0.37
09-24-2016 21:59:52,A48020,426,"-22.910599","-43.270145",0
09-24-2016 21:59:52,B42573,,"-22.87615","-43.329769",0
09-24-2016 21:59:54,A41114,108,"-22.87471","-43.242126",0
09-24-2016 21:59:54,B82547,711,"-22.858807","-43.37096",0
09-24-2016 21:59:54,D87456,366,"-22.916981","-43.607281",0
09-24-2016 21:59:56,A48007,539,"-22.91057","-43.269676",0.93
09-24-2016 21:59:56,B11528,908,"-22.86672","-43.355629",0
09-24-2016 21:59:56,C72068,,"-22.888994","-43.292332",0
09-24-2016 21:59:57,A48054,426,"-22.910589","-43.270313",0.19
09-24-2016 21:59:57,C41184,460,"-22.875103","-43.240696",0
09-24-2016 21:59:58,A41319,109,"-22.875853","-43.241615",0
09-24-2016 21:59:58,D17116,840,"-22.917391","-43.60836",0
09-24-2016 21:59:58,D86793,2803,"-22.89403","-43.533554",0
09-24-2016 21:59:59,A71523,409,"-22.930527","-43.254822",0.93
09-24-2016 21:59:59,B41804,2145,"-22.870054","-43.249027",0
09-24-2016 22:00:00,B32625,,"-22.816019","-43.394642",0
09-24-2016 22:00:00,B32692,,"-22.81699","-43.393978",0
09-24-2016 22:00:00,D17103,,"-22.917509","-43.607151",0
09-24-2016 22:00:01,D17038,825,"-22.918579","-43.608059",0
09-24-2016 22:00:02,A48058,,"-22.858681","-43.37093",0
09-24-2016 22:00:02,A48076,,"-22.858681","-43.37093",0
09-24-2016 22:00:02,B10509,627,"-22.867979","-43.257069",0
09-24-2016 22:00:03,A41031,460,"-22.874786","-43.242001",0
09-24-2016 22:00:03,A48115,201,"-22.910337","-43.270748",0
09-24-2016 22:00:03,B10050,323,"-22.815359","-43.187466",0
09-24-2016 22:00:03,C41430,108,"-22.874598","-43.242664",0
09-24-2016 22:00:04,B10524,,"-22.868151","-43.257179",0
09-24-2016 22:00:05,A48182,117,"-22.910494","-43.270699",0
09-24-2016 22:00:05,A71595,100,"-22.929857","-43.254669",0
09-24-2016 22:00:06,B32829,,"-22.81624","-43.394691",0
09-24-2016 22:00:06,D87250,738,"-22.91939","-43.608459",0
09-24-2016 22:00:06,D87888,,"-22.917299","-43.60804",0
09-24-2016 22:00:07,A72150,007,"-22.926168","-43.191151",0.19
09-24-2016 22:00:10,A71579,409,"-22.930063","-43.254082",0
09-24-2016 22:00:10,B42674,,"-22.87635","-43.329411",0
09-24-2016 22:00:10,B71098,247,"-22.902805","-43.314865",0
09-24-2016 22:00:12,A72040,410,"-22.889549","-43.291954",0
09-24-2016 22:00:13,D87753,,"-22.91799","-43.607368",0
09-24-2016 22:00:14,B71087,247,"-22.902412","-43.314941",0
09-24-2016 22:00:16,B32527,342,"-22.81423","-43.382629",0
09-24-2016 22:00:18,C86307,525,"-22.896173","-43.533119",0
09-24-2016 22:00:22,B32822,386,"-22.826521","-43.40567",0
09-24-2016 22:00:23,B32524,615,"-22.814199","-43.382549",0
09-24-2016 22:00:23,B32724,,"-22.81645","-43.394329",0
09-24-2016 22:00:23,B73094,350,"-22.809879","-43.342651",0
09-24-2016 22:00:24,B25544,232,"-22.902611","-43.297729",0
09-24-2016 22:00:28,B28578,324,"-22.81506","-43.188412",0
09-24-2016 22:00:28,B32603,,"-22.81601","-43.394821",0
09-24-2016 22:00:30,D86723,2338,"-22.894253","-43.532623",0
09-24-2016 22:00:31,B32843,,"-22.814791","-43.382309",0
09-24-2016 22:00:32,B44501,638,"-22.860189","-43.356689",0
09-24-2016 22:00:34,D86149,SV866,"-22.895273","-43.53334",0
09-24-2016 22:00:34,D87510,,"-22.919081","-43.607391",0
09-24-2016 22:00:36,B25567,,"-22.90234","-43.297691",0
09-24-2016 22:00:36,C50033,302,"-22.960651","-43.395561",0.74
09-24-2016 22:00:37,B32511,688,"-22.81735","-43.393211",0
09-24-2016 22:00:38,B44562,,"-22.860571","-43.356121",0
09-24-2016 22:00:40,B10110,635,"-22.814947","-43.186993",0
09-24-2016 22:00:40,B32563,SV779,"-22.814369","-43.38274",0
09-24-2016 22:00:40,D86689,2803,"-22.894079","-43.532722",0
09-24-2016 22:00:41,D17102,849,"-22.91725","-43.607079",0
09-24-2016 22:00:41,D86751,2338,"-22.893822","-43.532501",0
09-24-2016 22:00:42,B32510,,"-22.816429","-43.394249",0
09-24-2016 22:00:42,B42640,,"-22.876499","-43.3297",0
09-24-2016 22:00:42,D86319,837,"-22.895275","-43.533142",0
09-24-2016 22:00:43,B75594,,"-22.83094","-43.323681",0
09-24-2016 22:00:44,B32564,298,"-22.816561","-43.394241",0
09-24-2016 22:00:44,B32606,,"-22.816031","-43.394691",0
09-24-2016 22:00:45,B25592,,"-22.90251","-43.297821",0
09-24-2016 22:00:49,B19535,665,"-22.81016","-43.34259",0
09-24-2016 22:00:50,B25805,,"-22.90205","-43.29945",0
09-24-2016 22:00:53,B58130,621,"-22.838169","-43.28476",50
09-24-2016 22:00:54,B28727,,"-22.815451","-43.187931",0
09-24-2016 22:00:54,D87821,,"-22.916731","-43.607479",0
09-24-2016 22:00:55,B28711,2343,"-22.814381","-43.189049",0
09-24-2016 22:00:56,B25548,SV232,"-22.90188","-43.29834",0
09-24-2016 22:00:56,D87420,,"-22.917919","-43.607571",0
09-24-2016 22:00:57,B27031,639,"-22.816879","-43.30117",0
09-24-2016 22:00:57,D87213,,"-22.91675","-43.60738",0
09-24-2016 22:01:00,B28568,324,"-22.815229","-43.18824",0
09-24-2016 22:01:00,B42645,,"-22.87624","-43.330212",0
09-24-2016 22:01:00,D87112,,"-22.919121","-43.607208",0
09-24-2016 22:01:02,B55010,,"-22.9058","-43.26041",0
09-24-2016 22:01:04,D86410,852,"-22.968281","-43.621975",0
09-24-2016 22:01:05,B73007,,"-22.810049","-43.342739",0
09-24-2016 22:01:05,C50024,302,"-22.960077","-43.395607",2.96
09-24-2016 22:01:06,B58202,628,"-22.837681","-43.285782",51
09-24-2016 22:01:06,D87319,821,"-22.91641","-43.607109",0
09-24-2016 22:01:08,B27092,639,"-22.81687","-43.30143",0
09-24-2016 22:01:11,B25519,,"-22.902611","-43.297951",0
09-24-2016 22:01:12,B28715,,"-22.814489","-43.188789",0
09-24-2016 22:01:17,B55002,,"-22.90629","-43.260571",0
09-24-2016 22:01:17,D86711,2804,"-22.893616","-43.532532",0
09-24-2016 22:01:17,D86774,2338,"-22.893866","-43.532455",0
09-24-2016 22:01:17,D87104,,"-22.91843","-43.608059",0
09-24-2016 22:01:20,D86146,802,"-22.89477","-43.532696",0
09-24-2016 22:01:21,D86196,864,"-22.894735","-43.532116",1.3
09-24-2016 22:01:25,B10504,680,"-22.83717","-43.269939",0
09-24-2016 22:01:25,D87308,,"-22.916401","-43.60677",0
09-24-2016 22:01:29,B19523,,"-22.810801","-43.34211",0
09-24-2016 22:01:29,B25614,606,"-22.9025","-43.298012",0
09-24-2016 22:01:29,C50112,302,"-22.92947","-43.253746",0.37
09-24-2016 22:01:30,C50007,301,"-22.929331","-43.253647",1.67
09-24-2016 22:01:30,D87527,366,"-22.91888","-43.60738",0
09-24-2016 22:01:34,B25806,2251,"-22.90206","-43.299419",0
09-24-2016 22:01:34,C72105,,"-22.889311","-43.292053",0
09-24-2016 22:01:35,D86250,866,"-22.893669","-43.532246",0
09-24-2016 22:01:36,B44567,638,"-22.86034","-43.355789",0
09-24-2016 22:01:36,D87783,2309,"-22.91774","-43.607422",0
09-24-2016 22:01:37,B19560,SVA665,"-22.80962","-43.342682",0
09-24-2016 22:01:37,C41414,104,"-22.874332","-43.241707",0.56
09-24-2016 22:01:37,D17017,869,"-22.91655","-43.607079",0
09-24-2016 22:01:39,B32678,,"-22.816139","-43.39455",0
09-24-2016 22:01:39,B44688,638,"-22.8612","-43.355869",0
09-24-2016 22:01:40,D86316,838,"-22.895361","-43.533283",0
09-24-2016 22:01:40,D86713,2803,"-22.89381","-43.532581",0
09-24-2016 22:01:41,D87875,,"-22.9175","-43.607262",0
09-24-2016 22:01:42,D17093,,"-22.91855","-43.607811",0
09-24-2016 22:01:43,C50057,,"-22.960119","-43.395954",0.37
09-24-2016 22:01:44,D87125,821,"-22.917971","-43.608601",0
09-24-2016 22:01:46,A48021,106,"-22.910578","-43.269756",0
09-24-2016 22:01:47,B27007,SVB905,"-22.8496","-43.323471",0
09-24-2016 22:01:47,C12501,2345,"-22.867115","-43.354839",0
09-24-2016 22:01:48,B42576,,"-22.877001","-43.3302",0
09-24-2016 22:01:48,D86224,835,"-22.895184","-43.532997",0
09-24-2016 22:01:55,D87485,804,"-22.91853","-43.607719",0
09-24-2016 22:01:56,A41012,460,"-22.875065","-43.241787",0
09-24-2016 22:01:56,A72123,410,"-22.88913","-43.292736",13.52
09-24-2016 22:01:56,B10558,630,"-22.868389","-43.257069",0
09-24-2016 22:01:56,B11543,378,"-22.865788","-43.357025",0
09-24-2016 22:01:56,D87872,2336,"-22.917761","-43.607319",0
09-24-2016 22:01:57,A48161,106,"-22.910683","-43.270054",0.56
09-24-2016 22:01:58,B32652,,"-22.816019","-43.39484",0
09-24-2016 22:02:00,A48134,415,"-22.985662","-43.223595",0
09-24-2016 22:02:01,C82533,651,"-22.859158","-43.371262",0.56
09-24-2016 22:02:02,B28572,325,"-22.815901","-43.18774",0
09-24-2016 22:02:02,D87856,,"-22.91737","-43.607311",0
09-24-2016 22:02:03,B71051,238,"-22.903151","-43.313965",0.56
09-24-2016 22:02:04,A48143,415,"-22.910479","-43.26989",1.67
09-24-2016 22:02:04,B25604,,"-22.902411","-43.298962",0
09-24-2016 22:02:04,D86719,2338,"-22.893948","-43.53244",0
09-24-2016 22:02:06,D86712,2332,"-22.894409","-43.533321",0
09-24-2016 22:02:06,D87866,,"-22.91769","-43.6073",0
09-24-2016 22:02:07,A50091,229,"-22.928953","-43.25428",0
09-24-2016 22:02:08,B11574,,"-22.866034","-43.35701",0
09-24-2016 22:02:10,A71521,100,"-22.929813","-43.254745",0
09-24-2016 22:02:10,B32814,386,"-22.81464","-43.382359",0
09-24-2016 22:02:10,B42587,,"-22.87627","-43.329842",0
09-24-2016 22:02:14,A50142,220,"-22.929447","-43.253292",0.19
09-24-2016 22:02:15,B32699,342,"-22.81728","-43.393532",0
09-24-2016 22:02:15,B42540,,"-22.87627","-43.330231",0
09-24-2016 22:02:16,B11650,908,"-22.866791","-43.355659",0
09-24-2016 22:02:16,B28588,696,"-22.790489","-43.180851",0
09-24-2016 22:02:17,B32519,298,"-22.81653","-43.394211",0
09-24-2016 22:02:17,B32679,687,"-22.814529","-43.382629",0
09-24-2016 22:02:17,C41221,SP553,"-22.87591","-43.241711",0
09-24-2016 22:02:19,B11539,669,"-22.811411","-43.37257",0
09-24-2016 22:02:19,B19521,,"-22.81024","-43.343288",0
09-24-2016 22:02:20,A41834,2015,"-22.870209","-43.249233",0.56
09-24-2016 22:02:20,B10539,,"-22.868259","-43.257019",0
09-24-2016 22:02:21,B32821,,"-22.816271","-43.394718",0
09-24-2016 22:02:21,C20156,315,"-22.957336","-43.345482",0
09-24-2016 22:02:22,B71025,239,"-22.903034","-43.313385",0
09-24-2016 22:02:22,D86728,2381,"-22.894567","-43.531887",0.37
09-24-2016 22:02:23,B10197,322,"-22.815397","-43.186481",0
09-24-2016 22:02:23,B28579,324,"-22.81525","-43.188179",0
09-24-2016 22:02:24,B32833,386,"-22.81431","-43.382568",0
09-24-2016 22:02:24,B71008,247,"-22.903238","-43.313091",0
09-24-2016 22:02:24,D87825,2336,"-22.91749","-43.607422",0
09-24-2016 22:02:25,B11541,378,"-22.865761","-43.356949",0
09-24-2016 22:02:25,B32671,,"-22.81455","-43.38266",0
09-24-2016 22:02:26,A71575,548,"-22.929668","-43.254234",1.11
09-24-2016 22:02:26,C20231,390,"-22.956747","-43.39394",0
09-24-2016 22:02:26,C44569,709,"-22.860399","-43.35574",0
09-24-2016 22:02:28,B82639,711,"-22.858353","-43.371052",0
09-24-2016 22:02:29,B11551,908,"-22.866806","-43.355255",0
09-24-2016 22:02:30,A41125,,"-22.87537","-43.24052",6.48
09-24-2016 22:02:30,A41190,106,"-22.875006","-43.241741",0.19
09-24-2016 22:02:30,B32665,946,"-22.814211","-43.382641",0
09-24-2016 22:02:30,C12036,,"-23.013519","-43.539921",0
09-24-2016 22:02:31,A41074,538,"-22.875362","-43.241459",0
09-24-2016 22:02:31,C41357,309,"-22.875254","-43.241634",0
09-24-2016 22:02:33,B82671,711,"-22.857655","-43.371494",0.19
09-24-2016 22:02:34,A41131,460,"-22.875526","-43.241791",0
09-24-2016 22:02:34,A41281,108,"-22.875744","-43.241913",0
09-24-2016 22:02:34,A48040,202,"-22.910612","-43.270573",0
09-24-2016 22:02:34,B11555,669,"-22.866005","-43.356758",0.19
09-24-2016 22:02:34,B11707,669,"-22.804684","-43.361954",0.56
09-24-2016 22:02:34,B25582,606,"-22.90267","-43.29911",86
09-24-2016 22:02:34,B42582,,"-22.8762","-43.330002",0
09-24-2016 22:02:34,B82509,711,"-22.858374","-43.370975",0
09-24-2016 22:02:34,C20144,900,"-22.958057","-43.34589",0
09-24-2016 22:02:35,A72032,006,"-22.890047","-43.292793",0.56
09-24-2016 22:02:35,D87043,771,"-22.916401","-43.607658",0
09-24-2016 22:02:35,D87388,,"-22.916929","-43.60783",0
09-24-2016 22:02:37,A41351,108,"-22.874123","-43.242268",0
09-24-2016 22:02:37,B32747,296,"-22.816299","-43.394619",0
09-24-2016 22:02:37,B73042,665,"-22.80986","-43.34277",0
09-24-2016 22:02:38,B71155,238,"-22.902502","-43.314724",0.19
09-24-2016 22:02:38,B82553,653,"-22.858837","-43.371399",0
09-24-2016 22:02:39,A41128,,"-22.881874","-43.291",0.19
09-24-2016 22:02:39,C82578,652,"-22.910561","-43.269855",0
09-24-2016 22:02:39,D87310,822,"-22.91654","-43.607101",0
09-24-2016 22:02:41,B11587,669,"-22.811161","-43.372524",0
09-24-2016 22:02:42,A41120,,"-22.875095","-43.241245",0.37
09-24-2016 22:02:42,A41134,110,"-22.875301","-43.241093",0
09-24-2016 22:02:42,B19595,,"-22.810789","-43.342159",0
09-24-2016 22:02:42,B27188,950,"-22.816959","-43.302429",0
09-24-2016 22:02:43,A41111,,"-22.875355","-43.24123",0
09-24-2016 22:02:43,B32827,,"-22.81605","-43.394691",0
09-24-2016 22:02:43,B71010,247,"-22.902941","-43.313789",0
09-24-2016 22:02:44,A41174,100,"-22.875444","-43.241024",0
09-24-2016 22:02:45,B11687,773,"-22.811613","-43.372631",17.78
09-24-2016 22:02:45,B58193,628,"-22.83695","-43.286579",27
09-24-2016 22:02:47,A71585,100,"-22.929693","-43.254658",0.19
09-24-2016 22:02:48,B11512,778,"-22.811434","-43.372391",0
09-24-2016 22:02:49,B11662,,"-22.863928","-43.373352",0.37
09-24-2016 22:02:49,B11724,908,"-22.865973","-43.356865",0
09-24-2016 22:02:51,A71625,,"-22.929678","-43.255009",0.19
09-24-2016 22:02:51,B10045,915,"-22.815409","-43.18726",0
09-24-2016 22:02:51,B11572,908,"-22.866798","-43.354988",0.37
09-24-2016 22:02:51,C12513,2345,"-22.866007","-43.356323",0
09-24-2016 22:02:52,B11630,,"-22.866779","-43.355419",0
09-24-2016 22:02:53,A48091,,"-22.859097","-43.370823",0
09-24-2016 22:02:53,B10194,915,"-22.81547","-43.187572",0
09-24-2016 22:02:53,C82596,363,"-22.859627","-43.370766",0.74
09-24-2016 22:02:53,C82635,363,"-22.858046","-43.371014",0.56
09-24-2016 22:02:53,D87311,821,"-22.917139","-43.607021",0
09-24-2016 22:02:54,A41179,110,"-22.875706","-43.24168",0
09-24-2016 22:02:54,A48012,,"-22.910955","-43.270649",0
09-24-2016 22:02:54,A50053,229,"-22.929262","-43.253487",0
09-24-2016 22:02:54,B71162,239,"-22.902218","-43.314899",0
09-24-2016 22:02:55,A48126,415,"-22.910574","-43.27055",0
09-24-2016 22:02:55,C50503,2330,"-22.928741","-43.254082",0
09-24-2016 22:02:57,C41391,,"-22.893473","-43.194984",44.63
09-24-2016 22:02:59,B32518,296,"-22.81741","-43.39341",0
09-24-2016 22:03:00,B71073,239,"-22.903238","-43.313087",0
09-24-2016 22:03:01,B32628,298,"-22.816601","-43.39444",0
09-24-2016 22:03:02,B32604,296,"-22.826349","-43.348789",0
09-24-2016 22:03:03,D87193,790,"-22.918949","-43.607849",0
09-24-2016 22:03:04,B44599,,"-22.86083","-43.356541",0
09-24-2016 22:03:06,B55089,,"-22.90642","-43.26178",0
09-24-2016 22:03:07,A72146,006,"-22.889996","-43.29174",1.48
09-24-2016 22:03:07,B10533,,"-22.86841","-43.25724",0
09-24-2016 22:03:07,C50028,805,"-22.959982","-43.396042",0
09-24-2016 22:03:08,B19607,,"-22.810659","-43.342468",0
09-24-2016 22:03:09,B27179,639,"-22.81695","-43.301311",0
09-24-2016 22:03:11,B10512,630,"-22.86825","-43.257259",0
09-24-2016 22:03:11,B19541,665,"-22.80987","-43.342659",0
09-24-2016 22:03:11,B75573,349,"-22.83115","-43.323662",0
09-24-2016 22:03:11,D87010,,"-22.918501","-43.60754",0
09-24-2016 22:03:12,B42568,,"-22.876499","-43.3298",0
09-24-2016 22:03:13,D87051,,"-22.919121","-43.60733",0
09-24-2016 22:03:17,D87033,,"-22.9188","-43.607979",0
